,url,pdf,country,startDate,trialStatus,design,blinding,arms,covid19Status,patientSetting,outcome,treatmentType,id,location.id,size,endDate,Status
16,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001363-85/DK/,,Denmark,2020-04-01T00:00:00Z,Status Unclear,Randomised,Open-Label,2,,Hospital,"Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","HCQ, SOC",2020-001363-85_Copenhagen_Denmark,Copenhagen_Denmark,,,Dead
17,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001364-29/ES/,,Spain,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,Confirmed,"Hospital, ICU","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events, Serious Adverse Events, ACE","LPV/r + HCQ, Stem cells",2020-001364-29_Madrid_Spain,Madrid_Spain,,,Dead
18,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001406-27/FR/,,France,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,,Hospital,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Respiratory Rate, Radiographic Findings","AZT, HCQ",2020-001406-27_Paris_France,Paris_France,,,Dead
19,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001417-21/BE/,,Belgium,2020-04-01T00:00:00Z,Status Unclear,Randomised,Open-Label,2,Confirmed,Hospital,"Hospitalization, Viral Load or Clearance, Other Mild Symptoms, Adverse Events, Serious Adverse Events",HCQ,2020-001417-21_Brussels_Belgium,Brussels_Belgium,,,Unknown
20,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001435-27/FR/,,France,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,,Outpatient,"Mortality, Hospitalization, Treatment-emergent Adverse Events","ARBs, FPV, HCQ, Imatinib",2020-001435-27_Paris_France,Paris_France,,,Dead
21,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001440-26/ES/,,Spain,2020-04-01T00:00:00Z,Recruiting,Randomised,Double,2,,Healthcare Workers,"Adverse Events, Anti SARS-COV-2 Titers","HCQ, SOC",2020-001440-26_Madrid_Spain,Madrid_Spain,,,Unknown
22,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001441-39/GB/,,United Kingdom,2020-04-01T00:00:00Z,Recruiting,Randomised,Double,2,Healthy,Healthcare Workers,,"HCQ, SOC",2020-001441-39_London_UnitedKingdom,London_UnitedKingdom,40000,,Unknown
23,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001469-35/PL/,,Poland,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,,Outpatient,"Mortality, Hospitalization, Fever, Dyspnea, Other Mild Symptoms, Adverse Events, Heart Rate","HCQ, SOC",2020-001469-35_Warsaw_Poland,Warsaw_Poland,400,,Dead
24,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001482-37/DE/,,Germany,2020-04-01T00:00:00Z,Suspended,Randomised,Double,2,Confirmed,Outpatient,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance","HCQ, SOC",2020-001482-37_Berlin_Germany,Berlin_Germany,,,Dead
25,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001501-24/IT/,,Italy,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,"Healthy, Confirmed","Healthy Exposed, Healthcare Workers, Outpatient","Household Members with CoViD-19, Serious Adverse Events, Radiographic Findings, Quality of Life","HCQ, SOC",2020-001501-24_Rome_Italy,Rome_Italy,2300,,Unknown
26,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001512-26/DE/,,Germany,2020-04-01T00:00:00Z,Restarted|Restarted,Randomised,Double,2,Confirmed,Outpatient,"Mortality, ICU Admission, Hospitalization","HCQ, SOC",2020-001512-26_Berlin_Germany,Berlin_Germany,,,Dead
27,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001527-14/NL/,,Netherlands,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,,Hospital,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Fever, Adverse Events, C-Reactive Protein, Respiratory Rate","HCQ, HCQ + AZT",2020-001527-14_Amsterdam_Netherlands,Amsterdam_Netherlands,60,,Dead
28,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001536-98/ES/,,Spain,2020-04-01T00:00:00Z,Status Unclear,Non-Randomised,Unspecified,3,,Healthcare Workers,"Viral Load or Clearance, Other Mild Symptoms",HCQ,2020-001536-98_Madrid_Spain,Madrid_Spain,,,Unknown
29,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001558-23/IT/,,Italy,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Outpatient,Mortality,"HCQ, SOC",2020-001558-23_Rome_Italy,Rome_Italy,216,,Dead
30,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001587-29/ES/,,Spain,2020-04-01T00:00:00Z,Recruiting,Randomised,Double,6,Confirmed,Unclear,"Mortality, Viral Load or Clearance, Household Members with CoViD-19, Adverse Events, Hemoglobin, Weight, Height or BMI, Pregnancy or Birth Outcomes","HCQ, SOC",2020-001587-29_Madrid_Spain,Madrid_Spain,,,Dead
31,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001605-23/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Hospital Discharge","HCQ + AZT, HCQ + LPV/r",2020-001605-23_Madrid_Spain,Madrid_Spain,,,Dead
32,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001614-38/BE/,,Belgium,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,,"Hospital, ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, C-Reactive Protein, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Creatinine Phosphokinase, eGFR, Troponin, ALT, AST, Bilirubin, Glucose, ECG, 6-Minute Walking Distance, Radiographic Findings, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","AZT, SOC",2020-001614-38_Brussels_Belgium,Brussels_Belgium,,,Dead
33,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001635-27/FR/,,France,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Hospital Discharge, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Glucose, Radiographic Findings","Alternative therapy + Other, HCQ",2020-001635-27_Paris_France,Paris_France,,,Dead
34,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001697-30/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Healthy,Healthcare Workers,"ICU Admission, Pneumonia or ARDS, Cough, Fever, Other Mild Symptoms, ECG","HCQ, SOC",2020-001697-30_Madrid_Spain,Madrid_Spain,,,Unknown
35,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001704-42/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Double,2,Healthy,Healthcare Workers,,"HCQ, SOC",2020-001704-42_Madrid_Spain,Madrid_Spain,,,Unknown
36,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001723-13/FR/,,France,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,4,Confirmed,Outpatient,"Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Other Mild Symptoms, Adverse Events, Serious Adverse Events",AZT,2020-001723-13_Paris_France,Paris_France,,,Dead
37,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001752-17/FR/,,France,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Outpatient,"Hospitalization, Viral Load or Clearance, Antibodies","AZT, SOC",2020-001752-17_Paris_France,Paris_France,,,Unknown
38,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001765-37/ES/,,Spain,2020-04-01T00:00:00Z,Status Unclear,Single-Arm,Open-Label,1,,Unclear,"Clinical Improvement Score (Any), Cough, Fever, Dyspnea, Other Mild Symptoms, Serious or Seconday Infections, Adverse Events",HCQ,2020-001765-37_Madrid_Spain,Madrid_Spain,,,Unknown
39,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001784-88/FI/,,Finland,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,Confirmed,"Hospital, ICU","Mortality, ICU Admission, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Platelet Count, eGFR, Quality of Life, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","HCQ, Remdesivir, SOC",2020-001784-88_Helsinki_Finland,Helsinki_Finland,,,Dead
40,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001825-29/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,4,Confirmed,ICU,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, SpO2","Anakinra, AZT, HCQ, LPV/r",2020-001825-29_Madrid_Spain,Madrid_Spain,,,Dead
41,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001854-23/IT/,,Italy,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,7,Confirmed,Unclear,"Hospital Discharge, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, Ferritin, IL-6, D-Dimer, Troponin, Prothrombin, Triglycerides, INR, ALT, AST, Albumin, Bilirubin, LDH, PaO2-FiO2, Radiographic Findings","HCQ, HCQ + Corticosteroids, HCQ + JAKi, HCQ + mAb, HCQ + Sarilumab, HCQ + Siltuximab, HCQ + TCZ",2020-001854-23_Rome_Italy,Rome_Italy,1400,,Cured/Discharged
42,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001971-33/ES/,,Spain,2020-07-01T00:00:00Z,Recruiting,Randomised,Double,3,Confirmed,Outpatient,Blood Gas,"HCQ + AZT, Ivermectin",2020-001971-33_Madrid_Spain,Madrid_Spain,,,Unknown
43,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001987-28/IT/,,Italy,2020-06-01T00:00:00Z,Recruiting,Randomised,Single,2,Healthy,Healthcare Workers,"ICU Admission, Hospitalization, Pneumonia or ARDS, Cough, Fever, Adverse Events, Antibodies","HCQ, SOC",2020-001987-28_Rome_Italy,Rome_Italy,1000,,Unknown
44,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002035-30/IT/,,Italy,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), PaO2-FiO2","HCQ, HCQ + JAKi",2020-002035-30_Rome_Italy,Rome_Italy,116,,Dead
45,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002060-31/CZ/,,Czechia,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,"Mortality, ICU Admission","HCQ, IFN, LPV/r, Remdesivir, SOC",2020-002060-31_Prague_Czechia,Prague_Czechia,100000,,Dead
46,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002123-11/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Adverse Events","HCQ, HCQ + Cyclosporine",2020-002123-11_Madrid_Spain,Madrid_Spain,,,Dead
47,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002287-31/ES/,,Spain,2020-05-01T00:00:00Z,Recruiting,Randomised,Unspecified,2,Healthy,Healthy Unexposed,"Mortality, Cough, Fever, Dyspnea, Other Mild Symptoms","HCQ, SOC",2020-002287-31_Madrid_Spain,Madrid_Spain,1930,,Dead
48,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002449-41/ES/,,Spain,2020-07-01T00:00:00Z,Recruiting,Randomised,Double,2,Confirmed,Outpatient,"Mortality, ICU Admission, Hospitalization, Pneumonia or ARDS, Organ Failure or Dysfunction (SOFA), Adverse Events","HCQ, SOC",2020-002449-41_Madrid_Spain,Madrid_Spain,,,Dead
49,https://anzctr.org.au/ACTRN12620000417987.aspx,,Australia,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,1,Healthy (Exposed),Healthcare Workers,"Clinical Improvement Score (Any), Viral Load or Clearance, Labor Absenteeism, Cough, Fever, Dyspnea, Other Mild Symptoms",HCQ,ACTRN12620000417987_Canberra_Australia,Canberra_Australia,680,,Unknown
50,https://anzctr.org.au/ACTRN12620000445976.aspx,,Australia,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + HCQ",ACTRN12620000445976_Canberra_Australia,Canberra_Australia,2500,,Unknown
51,https://anzctr.org.au/ACTRN12620000445976.aspx,,New Zealand,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + HCQ",ACTRN12620000445976_Wellington_NewZealand,Wellington_NewZealand,2500,,Unknown
52,https://anzctr.org.au/ACTRN12620000457943.aspx,,New Zealand,2020-08-01T00:00:00Z,Not Recruiting,Randomised,Double,2,,Outpatient,"Mortality, Clinical Improvement Score (Any), Fever, Adverse Events","HCQ, SOC",ACTRN12620000457943_Wellington_NewZealand,Wellington_NewZealand,70,,Dead
53,https://anzctr.org.au/ACTRN12620000501943.aspx,,Australia,2020-04-01T00:00:00Z,Recruiting,Randomised,Unspecified,2,Healthy,Healthcare Workers,,"HCQ, SOC",ACTRN12620000501943_Canberra_Australia,Canberra_Australia,2250,,Unknown
54,https://anzctr.org.au/ACTRN12620000557932.aspx,,Turkey,2020-11-01T00:00:00Z,Not Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO",HCQ + Zinc + Vitamins + AZT,ACTRN12620000557932_Ankara_Turkey,Ankara_Turkey,200,,Dead
55,https://anzctr.org.au/ACTRN12620000557932.aspx,,Australia,2020-11-01T00:00:00Z,Not Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO",HCQ + Zinc + Vitamins + AZT,ACTRN12620000557932_Canberra_Australia,Canberra_Australia,200,,Dead
56,https://anzctr.org.au/ACTRN12620000557932.aspx,,United States,2020-11-01T00:00:00Z,Not Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO",HCQ + Zinc + Vitamins + AZT,ACTRN12620000557932_DistrictofColumbia_UnitedStates,DistrictofColumbia_UnitedStates,200,,Dead
57,https://anzctr.org.au/ACTRN12620000566932.aspx,,Australia,2020-05-01T00:00:00Z,Not Recruiting,Randomised,Unspecified,2,Confirmed Or Suspected,Hospital,Mortality,"HCQ, SOC",ACTRN12620000566932_Canberra_Australia,Canberra_Australia,400,,Dead
58,http://www.chictr.org.cn/showproj.aspx?proj=48968,,China,2020-02-01T00:00:00Z,Recruiting,Non-Randomised,Unspecified,2,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein","HCQ, SOC",CHICTR2000029542_Guangdong_China,Guangdong_China,20,2020-07-01T00:00:00Z,Dead
59,http://www.chictr.org.cn/showproj.aspx?proj=48880,https://www.medrxiv.org/content/10.1101/2020.03.22.20040758v1.full.pdf,China,2020-02-01T00:00:00Z,Completed w. Results,Randomised,Double,3,Confirmed,Unclear,"Viral Load or Clearance, CD4, CD8","HCQ, SOC",CHICTR2000029559_Hubei_China,Hubei_China,300,2020-02-01T00:00:00Z,Unknown
60,http://www.chictr.org.cn/showproj.aspx?proj=49145,,China,2020-02-01T00:00:00Z,Not Recruiting,Non-Randomised,Open-Label,5,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance","HCQ, LPV/r, LPV/r + HCQ",CHICTR2000029609_Guangdong_China,Guangdong_China,205,2020-12-01T00:00:00Z,Dead
61,http://www.chictr.org.cn/showproj.aspx?proj=49317,,China,2020-02-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Unclear,"Viral Load or Clearance, Fever, Serious or Seconday Infections, Lymphocyte Count, IgG, IgM or IgA, Blood Pressure, Heart Rate, Respiratory Rate, Radiographic Findings","HCQ, SOC",CHICTR2000029740_Beijing_China,Beijing_China,78,2020-02-01T00:00:00Z,Unknown
62,http://www.chictr.org.cn/showproj.aspx?proj=49263,,China,2020-02-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Outpatient,"Mortality, C-Reactive Protein, IL-6, IL-10, Tumor Necrosis Factor (Any), Lymphocyte Count, Neutrophils, Platelet Count, D-Dimer, Myoglobin, Procalcitonin, Prothrombin, Fibrinogen, Coagulation Test, Renal Outcome (Unspecified)","HCQ, LPV/r",CHICTR2000029741_Guangdong_China,Guangdong_China,112,2020-12-01T00:00:00Z,Dead
63,http://www.chictr.org.cn/showproj.aspx?proj=49428,,China,2020-02-01T00:00:00Z,Not Recruiting,Randomised,Open-Label,4,Healthy (Exposed),Healthy Exposed,"Viral Load or Clearance, Cough, Fever, Serious Adverse Events, C-Reactive Protein, Radiographic Findings","HCQ, Umifenovir",CHICTR2000029803_Hubei_China,Hubei_China,320,2021-02-01T00:00:00Z,Unknown
64,http://www.chictr.org.cn/showproj.aspx?proj=49524,,China,2020-02-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Unclear,"Viral Load or Clearance, Adverse Events","HCQ, SOC",CHICTR2000029868_Shanghai_China,Shanghai_China,360,2020-06-01T00:00:00Z,Unknown
65,http://www.chictr.org.cn/showproj.aspx?proj=49482,,China,2020-02-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, IgG, IgM or IgA",HCQ,CHICTR2000029898_Beijing_China,Beijing_China,100,2020-04-01T00:00:00Z,Dead
66,http://www.chictr.org.cn/showproj.aspx?proj=49536,,China,2020-02-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Confirmed,Outpatient,"Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, IgG, IgM or IgA",HCQ,CHICTR2000029899_Beijing_China,Beijing_China,100,2020-04-01T00:00:00Z,Dead
67,http://www.chictr.org.cn/showproj.aspx?proj=49607,,China,2020-02-01T00:00:00Z,Recruiting,Single-Arm,Unspecified,1,Confirmed,Unclear,"Mortality, Hospitalization, Clinical Improvement Score (Any), Secondary CoViD-19 Re-infection, Serious Adverse Events, C-Reactive Protein",HCQ,CHICTR2000029935_Zhejiang_China,Zhejiang_China,100,2021-02-01T00:00:00Z,Dead
