,sha,source,title,doi,pmcid,pubmedId,license,abstractText,publishTime,authors,journal,idMsftPaper,hasFullText,fullTextFile,url,id,whoCovidence
1410,7cc4fbbb0881277449c41f6f408fab4fb9b907f5,PMC,Chemicalscreenidentifiesageroprotectiveroleofquercetininprematureaging,10.1007/s13238-018-0567-y,PMC6538594,30069858,cc-by,"Aging increases the risk of various diseases. The main goal of aging research is to find therapies that attenuate aging and alleviate aging-related diseases. In this study, we screened a natural product library for geroprotective compounds using Werner syndrome (WS) human mesenchymal stem cells (hMSCs), a premature aging model that we recently established. Ten candidate compounds were identified and quercetin was investigated in detail due to its leading effects. Mechanistic studies revealed that quercetin alleviated senescence via the enhancement of cell proliferation and restoration of heterochromatin architecture in WS hMSCs. RNA-sequencing analysis revealed the transcriptional commonalities and differences in the geroprotective effects by quercetin and Vitamin C. Besides WS hMSCs, quercetin also attenuated cellular senescence in Hutchinson-Gilford progeria syndrome (HGPS) and physiological-aging hMSCs. Taken together, our study identifies quercetin as a geroprotective agent against accelerated and natural aging in hMSCs, providing a potential therapeutic intervention for treating age-associated disorders. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s13238-018-0567-y) contains supplementary material, which is available to authorized users.",2018-08-01,"Geng,Lingling;Liu,Zunpeng;Zhang,Weiqi;Li,Wei;Wu,Zeming;Wang,Wei;Ren,Ruotong;Su,Yao;Wang,Peichang;Sun,Liang;Ju,Zhenyu;Chan,Piu;Song,Moshi;Qu,Jing;Liu,Guang-Hui",ProteinCell,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6538594/,1mrj6nb3,
1649,a9b89e25eda369c143f0185f03fec7efbc0221ca,Elsevier;Medline;PMC,DistributionandabsenceofgeneralizedlesionsinmicefollowingsingledoseintramuscularinoculationofthevaccinecandidateMVA-MERS-S,10.1016/j.biologicals.2018.05.004,PMC7128986,29759890,els-covid,"Abstract Modified Vaccinia Virus Ankara (MVA) is a highly attenuated and replication-deficient virus serving as vaccine against infectious diseases. Here, we assessed the in vivo distribution of a recombinant MVA candidate vaccine against the Middle Eastern Respiratory Syndrome (MVA-MERS-S) in mice. Intramuscularly inoculated mice were necropsied at different time points and examined by histology, immunohistochemistry and real-time PCR. We detected inflammation and myonecrosis at the parenteral site and hyperplasia of the draining lymph nodes. MVA-MERS-S did not result in detectable lesions in tissues peripheral to the parenteral site and draining lymph nodes. Real-time PCR analysis of >240 tissue samples detected MVA-DNA predominantly at the injection site and in the draining lymph nodes, and suggested continuous clearance of the candidate vaccine during the observation period. Levels of parenteral site inflammation and hyperplasia of draining lymph nodes were considered in line with immunological responses to vaccine inoculation.",2018-07-31,"Langenmayer,MartinC.;Lülf-Averhoff,Anna-Theresa;Adam-Neumair,Silvia;Fux,Robert;Sutter,Gerd;Volz,Asisa",Biologicals,46891621,True,custom_license,https://api.elsevier.com/content/article/pii/S1045105618301374;https://www.ncbi.nlm.nih.gov/pubmed/29759890/;https://www.sciencedirect.com/science/article/pii/S1045105618301374;https://doi.org/10.1016/j.biologicals.2018.05.004,1vp8r4er,
984,1ac070de6fe30924deb4ea2b0b8259884bde7121,Elsevier;Medline;PMC,RelationshipBetweenClinicalFeaturesandComputedTomographicFindingsinHospitalizedAdultPatientsWithCommunity-AcquiredPneumonia,10.1016/j.amjms.2018.03.024,PMC7093861,30049328,els-covid,"Abstract Background Data on the relationship between the clinical and microbiological features of community-acquired pneumonia (CAP) and its computed tomography (CT) findings are limited. The aim of the present study was to investigate the clinic-microbiological features of patients with CAP presenting with ground-glass opacity (GGO) and centrilobular nodules or tree-in-bud pattern on CT images. Methods Patients with CAP who underwent a CT scan at presentation were retrospectively classified using CT findings into consolidation, GGO and bronchiolitis groups. These 3 groups were compared in terms of clinical parameters and microbiological data. Results A total of 40 patients (2.4%) were allocated to the bronchiolitis group and 46 (2.8%) to the GGO group. The most common pathogen in the bronchiolitis group was Mycoplasma pneumoniae, which was significantly more frequently isolated in this group. The bronchiolitis group was characterized by a higher percentage of cough, a lower percentage of chest pain and lower blood levels of inflammatory markers. Common pathogens in the GGO group were not significantly different from those in the other 2 groups. Unlike that observed in the consolidation group, complicated parapneumonic effusion or empyema was not observed in the bronchiolitis or GGO group. Outcome variables were similar in the 3 groups. Conclusions The bronchiolitis group was characterized by a higher frequency of M. pneumoniae and a less severe form of CAP. The GGO and consolidation groups was similar with respect to causative microorganisms and the clinical features of CAP. No patient in the bronchiolitis or GGO group exhibited complicated parapneumonic effusion or empyema.",2018-07-31,"Seo,Hyewon;Cha,Seung-Ick;Shin,Kyung-Min;Lim,Jae-Kwang;Yoo,Seung-Soo;Lee,Shin-Yup;Lee,Jaehee;Kim,Chang-Ho;Park,Jae-Yong",TheAmericanJournaloftheMedicalSciences,51725688,True,custom_license,https://doi.org/10.1016/j.amjms.2018.03.024;https://www.ncbi.nlm.nih.gov/pubmed/30049328/;https://api.elsevier.com/content/article/pii/S0002962918301332;https://www.sciencedirect.com/science/article/pii/S0002962918301332,1528f0f0,
518,7e988b275962a05ab35cab7441de87933b306a2e,Medline;PMC,ZoonoticDiseasesandPhytochemicalMedicinesforMicrobialInfectionsinVeterinaryScience:CurrentStateandFuturePerspective,10.3389/fvets.2018.00166,PMC6095004,30140679,cc-by,"Diseases caused by bacterial infections in small-scale and industrial livestock are becoming serious global health concern in veterinary science. Zoonotic bacteria, including Staphylococcus, Campylobacter, and Bartonella species, that infect animals and humans cause various illnesses, such as fever, diarrhea, and related complications. Bacterial diseases in animals can be treated with various classes of antibiotics, including fluoroquinolones, beta-lactams, aminoglycosides, and macrolides. However, the overuse and misuse of antibiotics have led to drug resistance in infectious agents, e.g., methicillin-resistant Staphylococcus; this hampers the treatment of infections in livestock, and such problems are increasing worldwide. Dietary phytochemicals and herbal medicines are useful and viable alternatives to pharmaceuticals because they are economical, effective, non-resistance-forming, renewable, and environmentally friendly. They are small molecules with high structural diversity that cause selective stress to or stimulation of resident microbiota, consequently causing an abundance of such microorganisms; thus, they can be used in preventing various diseases, ranging from metabolic and inflammatory diseases to cancer. In addition, the antioxidant effects of phytochemicals prevent substantial losses in the livestock industry by increasing animal fertility and preventing diseases. Potentially effective plant extracts could be used in combination with antibiotics to decrease the required dose of antibiotics and increase their effectiveness. This strategy can help avoid the side effects of chemical antimicrobials and allow the effective use of phytochemicals for treating diseases. Furthermore, phytochemicals are considered as potential alternatives to antibiotics because of their economical, non-resistance-forming and environmentally friendly properties. Flavonoids such as resveratrol, epigallocatechin gallate, and phenols such as galangin, puerarin, and ursolic acid are proven to be effective as antimicrobial agents. This review provides invaluable information about the types of microbial infections in animals and the current knowledge on phytotherapeutic agents classified by their mode of actions. It also provides insights into potential strategies for effectively treating animal infections using phytochemicals.",2018-07-24,"Shin,Bora;Park,Woojun",FrontVetSci,49901364,True,comm_use_subset,https://doi.org/10.3389/fvets.2018.00166;https://www.ncbi.nlm.nih.gov/pubmed/30140679/,0lbk7eik,
1656,f1143e754cc1c67b9e8322fe210c9c5b03096f24,Elsevier;Medline;PMC,"Travel-relatedinfectionsinmainlandChina,2014–16:anactivesurveillancestudy",10.1016/s2468-2667(18)30127-0,PMC7164813,30033200,no-cc,"BACKGROUND: Transmission of infection through international travel is a growing health issue, and the frequency of imported infection is increasing in China. We aimed to quantify the total number of infections imported into mainland China by arriving travellers. METHODS: We actively surveyed arriving travellers at all 272 international entry–exit ports in mainland China. Suspected cases were detected through fever screening, medical inspection, self-declaration, and reporting by on-board staff. Participants completed a standardised questionnaire with questions about demographics, their travel itinerary (including detailed information about all countries or regions visited), and clinical manifestations. Nasopharyngeal swabs, sputum samples, faecal samples, vomitus, blood, and serum were collected as appropriate for diagnoses. Diagnosis was made by specific laboratory tests according to the national technical guidelines. Infections were classified as respiratory, gastrointestinal, vector-borne, blood-transmitted and sex-transmitted, or mucocutaneous. We divided arriving travellers into two groups: travellers coming from countries other than China, and travellers coming from Hong Kong, Macau, and Taiwan. We integrated surveillance data for 2014–16, calculated incidences of travel-related infections, and compared the frequency of infections among subgroups. FINDINGS: Between Jan 1, 2014, and Dec 31, 2016, 22 797 cases were identified among 805 993 392 arriving travellers—an overall incidence of 28·3 per million. 45 pathogens were detected in participants: 18 respiratory (19 662 cases), ten gastrointestinal (189 cases), seven vector-borne (831 cases), seven blood-transmitted and sex-transmitted (1531 cases), and three mucocutaneous (584 cases). Both the overall number and incidence of infection were more than five times higher in 2016 than in 2014. Case numbers and incidences also varied substantially by province, autonomous region, and municipality. Overall, 17 643 (77%) infections were detected by fever screening, but 753 (49%) blood-transmitted and sex-transmitted infections were identified through medical inspection. 14 305 (73%) cases of respiratory infection and 96 (51%) of gastrointestinal infections were in tourists. Tuberculosis, hepatitis A virus, vector-borne, and blood-transmitted and sex-transmitted infections were common among Chinese labourers who worked abroad. Dengue and malaria were most commonly diagnosed in travellers arriving from Africa. 12 126 (93%) of the 12 985 cases arriving from Hong Kong, Macau, or Taiwan were respiratory infections. Hand, foot, and mouth disease accounted for 2·90% of infections in travellers from Hong Kong, Macau, or Taiwan and 0·31% of infections in international travellers. INTERPRETATION: This report is the first to characterise the profile of travel-related infections among arriving travellers in mainland China. Our findings should increase public awareness of the potential risk of imported infections, and help health-care providers to make evidence-based health recommendations to travellers. FUNDING: The Natural Science Foundation of China.",2018-07-20,"Fang,Li-Qun;Sun,Yu;Zhao,Guo-Ping;Liu,Li-Juan;Jiang,Zhe-Jun;Fan,Zheng-Wei;Wang,Jing-Xue;Ji,Yang;Ma,Mai-Juan;Teng,Juan;Zhu,Yan;Yu,Ping;Li,Kai;Tian,Ying-Jie;Cao,Wu-Chun",LancetPublicHealth,51708049,True,custom_license,https://www.ncbi.nlm.nih.gov/pubmed/30033200/;https://api.elsevier.com/content/article/pii/S2468266718301270;https://doi.org/10.1016/s2468-2667(18)30127-0;https://www.sciencedirect.com/science/article/pii/S2468266718301270,1vy787md,
1715,29fdfade9c2f2ec46e06085777de897e0a613984,Medline;PMC,AnalysisofcodonusagepatternsinHirudinariamanillensisrevealsapreferenceforGC-endingcodonscausedbydominantselectionconstraints,10.1186/s12864-018-4937-x,PMC6050667,30016953,cc-by,"BACKGROUND: Hirudinaria manillensis is an ephemeral, blood-sucking ectoparasite, possessing anticoagulant capacities with potential medical applications. Analysis of codon usage patterns would contribute to our understanding of the evolutionary mechanisms and genetic architecture of H. manillensis, which in turn would provide insight into the characteristics of other leeches. We analysed codon usage and related indices using 18,000 coding sequences (CDSs) retrieved from H. manillensis RNA-Seq data. RESULTS: We identified four highly preferred codons in H. manillensis that have G/C-endings. Points generated in an effective number of codons (ENC) plot distributed below the standard curve and the slope of a neutrality plot was less than 1. Highly expressed CDSs had lower ENC content and higher GC content than weakly expressed CDSs. Principal component analysis conducted on relative synonymous codon usage (RSCU) values divided CDSs according to GC content and divided codons according to ending bases. Moreover, by determining codon usage, we found that the majority of blood-diet related genes have undergone less adaptive evolution in H. manillensis, except for those with homologous sequences in the host species. CONCLUSIONS: Codon usage in H. manillensis had an overall preference toward C-endings and indicated that codon usage patterns are mediated by differential expression, GC content, and biological function. Although mutation pressure effects were also notable, the majority of genetic evolution in H. manillensis was driven by natural selection. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12864-018-4937-x) contains supplementary material, which is available to authorized users.",2018-07-17,"Guan,De-Long;Ma,Li-Bin;Khan,MuhammadSalabat;Zhang,Xiu-Xiu;Xu,Sheng-Quan;Xie,Juan-Ying",BMCGenomics,51677251,True,comm_use_subset,https://doi.org/10.1186/s12864-018-4937-x;https://www.ncbi.nlm.nih.gov/pubmed/30016953/,1yhxnvoh,
1383,48260641211ab08d7f061d905f78a1313f5b66ed,Elsevier;Medline;PMC,ViralRNAloadandhistologicalchangesintissuesfollowingexperimentalinfectionwithanarterivirusofpossums(wobblypossumdiseasevirus),10.1016/j.virol.2018.07.003,PMC7126967,30014860,no-cc,"Tissues from Australian brushtail possums (Trichosurus vulpecula) that had been experimentally infected with wobbly possum disease (WPD) virus (WPDV) were examined to elucidate pathogenesis of WPDV infection. Mononuclear inflammatory cell infiltrates were present in livers, kidneys, salivary glands and brains of WPD-affected possums. Specific staining was detected by immunohistochemistry within macrophages in the livers and kidneys, and undefined cell types in the brains. The highest viral RNA load was found in macrophage-rich tissues. The detection of viral RNA in the salivary gland, serum, kidney, bladder and urine is compatible with transmission via close physical contact during encounters such as fighting or grooming, or by contact with an environment that has been contaminated with saliva or urine. Levels of viral RNA remained high in all tissues tested throughout the study, suggesting that on-going virus replication and evasion of the immune responses may be important in the pathogenesis of disease.",2018-07-14,"Giles,Julia;Perrott,Matthew;Roe,Wendi;Shrestha,Kshitiz;Aberdein,Danielle;Morel,Patrick;Dunowska,Magdalena",Virology,51656729,True,custom_license,https://www.ncbi.nlm.nih.gov/pubmed/30014860/;https://www.sciencedirect.com/science/article/pii/S0042682218302058;https://api.elsevier.com/content/article/pii/S0042682218302058;https://doi.org/10.1016/j.virol.2018.07.003,1lm8tzbc,
1229,f69ed633a745266440e9dbac91695d4b5651ab10,Elsevier;Medline;PMC,AdvancesinMeningealImmunity,10.1016/j.molmed.2018.04.003,PMC6044730,29731353,els-covid,"The central nervous system (CNS) is an immunologically specialized tissue protected by a blood–brain barrier. The CNS parenchyma is enveloped by a series of overlapping membranes that are collectively referred to as the meninges. The meninges provide an additional CNS barrier, harbor a diverse array of resident immune cells, and serve as a crucial interface with the periphery. Recent studies have significantly advanced our understanding of meningeal immunity, demonstrating how a complex immune landscape influences CNS functions under steady-state and inflammatory conditions. The location and activation state of meningeal immune cells can profoundly influence CNS homeostasis and contribute to neurological disorders, but these cells are also well equipped to protect the CNS from pathogens. In this review, we discuss advances in our understanding of the meningeal immune repertoire and provide insights into how this CNS barrier operates immunologically under conditions ranging from neurocognition to inflammatory diseases.",2018-06-30,"Rua,Rejane;McGavern,DorianB.",TrendsinMolecularMedicine,26070187,True,custom_license,https://doi.org/10.1016/j.molmed.2018.04.003;https://www.ncbi.nlm.nih.gov/pubmed/29731353/;https://www.sciencedirect.com/science/article/pii/S1471491418300807;https://api.elsevier.com/content/article/pii/S1471491418300807,1f1nzez7,
510,b89c9f18eafb7b03e9fcd76f700870a1a8602b74,Elsevier;Medline;PMC,Structure-basedimmunogendesign—leadingthewaytothenewageofprecisionvaccines,10.1016/j.sbi.2018.06.002,PMC7127059,29980105,no-cc,"Vaccines have been one of the most successful interventions in global health. However, traditional vaccine development has proven insufficient to deal with pathogens that elude the immune system through highly variable and non-functional epitopes. Emerging B cell technologies have yielded potent monoclonal antibodies targeting conserved epitopes, and their structural characterization has provided templates for rational immunogen design. Here, we review immunogen design strategies that leverage structural information to steer bulk immune responses towards the induction of precise antibody specificities targeting key antigenic sites. Immunogens designed to elicit well-defined antibody responses will become the basis of what we dubbed precision vaccines. Such immunogens have been used to tackle long-standing vaccine problems and have demonstrated their potential to seed the next-generation of vaccines.",2018-06-29,"Sesterhenn,Fabian;Bonet,Jaume;Correia,BrunoE",CurrOpinStructBiol,49714166,True,custom_license,https://api.elsevier.com/content/article/pii/S0959440X18300514;https://doi.org/10.1016/j.sbi.2018.06.002;https://www.sciencedirect.com/science/article/pii/S0959440X18300514;https://www.ncbi.nlm.nih.gov/pubmed/29980105/,0ks8m213,
1243,78ee20ffe564c5566916a23d7d153dd075a3d198,PMC,Expandingnursing'sroleinrespondingtoglobalpandemics5/14/2018,10.1016/j.outlook.2018.06.003,PMC7118451,30031544,no-cc,,2018-06-28,"Corless,IngeB.;Nardi,Deena;Milstead,JeriA.;Larson,Elaine;Nokes,KathleenM.;Orsega,Susan;Kurth,AnnE.;Kirksey,KennM.;Woith,Wendy",NursOutlook,,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118451/,1fpx9pxs,
547,38c1c195de7abd1d3319ab5dfedb585f6cbbda85,Medline;PMC,TheWHOglobalinfluenzasurveillanceandresponsesystem(GISRS)—Afutureperspective,10.1111/irv.12565,PMC6086842,29722140,cc-by,"In the centenary year of the devastating 1918‐19 pandemic, it seems opportune to reflect on the success of the WHO Global Influenza Surveillance and Response System (GISRS) initiated 70 years ago to provide early warning of changes in influenza viruses circulating in the global population to help mitigate the consequences of such a pandemic and maintain the efficacy of seasonal influenza vaccines. Three pandemics later and in the face of pandemic threats from highly pathogenic zoonotic infections by different influenza A subtypes, it continues to represent a model platform for global collaboration and timely sharing of viruses, reagents and information to forestall and respond to public health emergencies.",2018-06-25,"Hay,AlanJ;McCauley,JohnW",InfluenzaOtherRespirViruses,19150561,True,comm_use_subset,https://doi.org/10.1111/irv.12565;https://www.ncbi.nlm.nih.gov/pubmed/29722140/,0mobdg2p,
1769,1033a7b4f089ea45374b7764cd685b83ca124705,Elsevier;Medline;PMC,ResponsetotheEbolavirusdiseaseoutbreakintheDemocraticRepublicoftheCongo,10.1016/s0140-6736(18)31326-6,PMC7137846,29916371,no-cc,,2018-06-14,"Nkengasong,JohnN;Onyebujoh,Philip",Lancet,49291635,True,custom_license,https://api.elsevier.com/content/article/pii/S0140673618313266;https://doi.org/10.1016/s0140-6736(18)31326-6;https://www.ncbi.nlm.nih.gov/pubmed/29916371/;https://www.sciencedirect.com/science/article/pii/S0140673618313266,20sldbte,
737,98c8f0c6a7721035d1b32934f84b8b7b18834c81,Medline;PMC,Expandingsevereacuterespiratoryinfection(SARI)surveillancebeyondinfluenza:Theprocessanddatafrom1yearofimplementationinVietnam,10.1111/irv.12571,PMC6086843,29754431,cc-by,"BACKGROUND: In 2016, as a component of the Global Health Security Agenda, the Vietnam Ministry of Health expanded its existing influenza sentinel surveillance for severe acute respiratory infections (SARI) to include testing for 7 additional viral respiratory pathogens. This article describes the steps taken to implement expanded SARI surveillance in Vietnam and reports data from 1 year of expanded surveillance. METHODS: The process of expanding the suite of pathogens for routine testing by real‐time reverse transcriptase–polymerase chain reaction (rRT‐PCR) included laboratory trainings, procurement/distribution of reagents, and strengthening and aligning SARI surveillance epidemiology practices at sentinel sites and regional institutes (RI). RESULTS: Surveillance data showed that of 4003 specimens tested by the RI laboratories, 20.2% (n = 810) were positive for influenza virus. Of the 3193 influenza‐negative specimens, 41.8% (n = 1337) were positive for at least 1 non‐influenza respiratory virus, of which 16.2% (n = 518), 13.4% (n = 428), and 9.6% (n = 308) tested positive for respiratory syncytial virus, rhinovirus, and adenovirus, respectively. CONCLUSIONS: The Government of Vietnam has demonstrated that expanding respiratory viral surveillance by strengthening and building upon an influenza platform is feasible, efficient, and practical.",2018-06-10,"Alroy,KarenA.;Do,TrangThuy;Tran,PhuDac;Dang,TanQuang;Vu,LongNgoc;Le,NgaThiHang;Dang,AnhDuc;Ngu,NghiaDuy;Ngo,TuHuy;Hoang,PhuongVuMai;Phan,LanTrong;Nguyen,ThuongVu;Nguyen,LongThanh;Nguyen,ThinhViet;Vien,MaiQuang;Le,HuyXuan;Dao,AnhThe;Nguyen,TrieuBao;Pham,DuocTho;Nguyen,VanThiTuyet;Pham,ThanhNgoc;Phan,BinhHai;Whitaker,Brett;Do,ThuyThiThu;Dao,PhuongAnh;Balajee,S.Arunmozhi;Mounts,AnthonyW.",InfluenzaOtherRespirViruses,21679670,True,comm_use_subset,https://doi.org/10.1111/irv.12571;https://www.ncbi.nlm.nih.gov/pubmed/29754431/,0uumg6hp,
1164,1bf5b6df4a3ad198ea0f7f53060e57a3b6592cba,Elsevier;Medline;PMC,"CrypticBindingSitesonProteins:Definition,Detection,andDruggability",10.1016/j.cbpa.2018.05.003,PMC6088748,29800865,green-oa,"Many proteins in their unbound structures lack surface pockets appropriately sized for drug binding. Hence, a variety of experimental and computational tools have been developed for the identification of cryptic sites that are not evident in the unbound protein but form upon ligand binding, and can provide tractable drug target sites. The goal of this review is to discuss the definition, detection, and druggability of such sites, and their potential value for drug discovery. Novel methods based on molecular dynamics simulations are particularly promising and yield a large number of transient pockets, but it has been shown that only a minority of such sites are generally capable of binding ligands with substantial affinity. Based on recent studies, current methodology can be improved by combining molecular dynamics with fragment docking and machine learning approaches.",2018-06-01,"Vajda,Sandor;Beglov,Dmitri;Wakefield,AmandaE.;Egbert,Megan;Whitty,Adrian",CurrentOpinioninChemicalBiology,44071391,True,custom_license,https://www.ncbi.nlm.nih.gov/pubmed/29800865/;https://doi.org/10.1016/j.cbpa.2018.05.003;https://api.elsevier.com/content/article/pii/S1367593118300589;https://www.sciencedirect.com/science/article/pii/S1367593118300589,1csbxa8f,
1143,334b38e4803085738b38d29775edea658bfb309b,Medline;PMC,NanoparticlesforSignalinginBiodiagnosisandTreatmentofInfectiousDiseases,10.3390/ijms19061627,PMC6032068,29857492,cc-by,"Advances in nanoparticle-based systems constitute a promising research area with important implications for the treatment of bacterial infections, especially against multidrug resistant strains and bacterial biofilms. Nanosystems may be useful for the diagnosis and treatment of viral and fungal infections. Commercial diagnostic tests based on nanosystems are currently available. Different methodologies based on nanoparticles (NPs) have been developed to detect specific agents or to distinguish between Gram-positive and Gram-negative microorganisms. Also, biosensors based on nanoparticles have been applied in viral detection to improve available analytical techniques. Several point-of-care (POC) assays have been proposed that can offer results faster, easier and at lower cost than conventional techniques and can even be used in remote regions for viral diagnosis. Nanoparticles functionalized with specific molecules may modulate pharmacokinetic targeting recognition and increase anti-infective efficacy. Quorum sensing is a stimuli-response chemical communication process correlated with population density that bacteria use to regulate biofilm formation. Disabling it is an emerging approach for combating its pathogenicity. Natural or synthetic inhibitors may act as antibiofilm agents and be useful for treating multi-drug resistant bacteria. Nanostructured materials that interfere with signal molecules involved in biofilm growth have been developed for the control of infections associated with biofilm-associated infections.",2018-05-31,"Colino,ClaraI.;Millán,CarmenGutiérrez;Lanao,JoséM.",IntJMolSci,46923078,True,comm_use_subset,https://doi.org/10.3390/ijms19061627;https://www.ncbi.nlm.nih.gov/pubmed/29857492/,1bxwb2hj,
1799,961eb2f08c480672f033054cfce36910d0d37b7d,Medline;PMC,ARapidandSpecificAssayfortheDetectionofMERS-CoV,10.3389/fmicb.2018.01101,PMC5987675,29896174,cc-by,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel human coronavirus that can cause human respiratory disease. The development of a detection method for this virus that can lead to rapid and accurate diagnosis would be significant. In this study, we established a nucleic acid visualization technique that combines the reverse transcription loop-mediated isothermal amplification technique and a vertical flow visualization strip (RT-LAMP-VF) to detect the N gene of MERS-CoV. The RT-LAMP-VF assay was performed in a constant temperature water bath for 30 min, and the result was visible by the naked eye within 5 min. The RT-LAMP-VF assay was capable of detecting 2 × 10(1) copies/μl of synthesized RNA transcript and 1 × 10(1) copies/μl of MERS-CoV RNA. The method exhibits no cross-reactivities with multiple CoVs including SARS-related (SARSr)-CoV, HKU4, HKU1, OC43 and 229E, and thus exhibits high specificity. Compared to the real-time RT-PCR (rRT-PCR) method recommended by the World Health Organization (WHO), the RT-LAMP-VF assay is easy to handle, does not require expensive equipment and can rapidly complete detection within 35 min.",2018-05-29,"Huang,Pei;Wang,Hualei;Cao,Zengguo;Jin,Hongli;Chi,Hang;Zhao,Jincun;Yu,Beibei;Yan,Feihu;Hu,Xingxing;Wu,Fangfang;Jiao,Cuicui;Hou,Pengfei;Xu,Shengnan;Zhao,Yongkun;Feng,Na;Wang,Jianzhong;Sun,Weiyang;Wang,Tiecheng;Gao,Yuwei;Yang,Songtao;Xia,Xianzhu",FrontMicrobiol,44147508,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pubmed/29896174/;https://doi.org/10.3389/fmicb.2018.01101,22gflsaj,
1444,58432d2ad49266df441de364700684534498b777,Medline;PMC,MetagenomicanalysisoftheRNAfractionofthefecalviromeindicateshighdiversityinpigsinfectedbyporcineendemicdiarrheavirusintheUnitedStates,10.1186/s12985-018-1001-z,PMC5970503,29801460,cc-by,"BACKGROUND: Emergence and re-emergence of porcine epidemic diarrhea virus (PEDV) in North America, Asia and Europe has caused severe economic loss to the global swine industry. However, the virome of PEDV infected pigs and its effect on disease severity remains unknown. The advancements of sequencing technology have made it possible to characterize the entire microbiome of different body sites for any host. METHODS: The objective of this study was to characterize the RNA virome in PEDV-positive pigs using the hypothesis-free metagenomics approach based on next-generation sequencing. Specifically, 217 PEDV-positive swine fecal swab samples collected from diarrheic piglets over 17 US states during 2015–2016 were analyzed. RESULTS: A Kraken algorithm-based bioinformatics analysis revealed the presence of up to 9 different RNA genera besides PEDV (Alphacoronavirus genus), including Mamastrovirus (52%, 113/217), Enterovirus (39%, 85/217), Sapelovirus (31%, 67/217), Posavirus (30%, 66/217), Kobuvirus (23%, 49/217), Sapovirus (13%, 28/217), Teschovirus (10%, 22/217), Pasivirus (9%, 20/217), and Deltacoronavirus (3%, 6/217). There were 58 out of 217 piglets (27%) have PEDV infection alone whereas the remaining 159 (73%) shed 2 up to 9 different viruses. CONCLUSION: These findings demonstrated that PEDV infected diarrheic pigs had an extensive RNA viral flora consisting of four different families: Astroviridae, Picornaviridae, Caliciviridae, and Coronaviridae.",2018-05-25,"Chen,Qi;Wang,Leyi;Zheng,Ying;Zhang,Jianqiang;Guo,Baoqing;Yoon,Kyoung-Jin;Gauger,PhillipC.;Harmon,KarenM.;Main,RodgerG.;Li,Ganwu",VirolJ,44091235,True,comm_use_subset,https://doi.org/10.1186/s12985-018-1001-z;https://www.ncbi.nlm.nih.gov/pubmed/29801460/,1nyhllij,
436,7387f1b4e9731389ee5f2e3e555990f5921eb0cc;8dd2c21f2cb1fbbf268db6f59e04a8336b123fef,Elsevier;Medline;PMC,Evaluationoftheantimicrobialefficacyandskinsafetyofanovelcoloradditiveincombinationwithchlorinedisinfectants,10.1016/j.ajic.2018.04.223,PMC7115331,29803593,no-cc,"OBJECTIVE: A novel color additive colorizes chlorine disinfectants blue to improve visibility and enhance spray surface coverage, and it fades to colorless to indicate elapsed contact time. We investigated its interactions with 3 chlorine disinfectants to determine if the additive would adversely affect the disinfectants' antimicrobial efficacy or skin safety. METHODS: We tested 0.5% sodium hypochlorite, 0.2% calcium hypochlorite, and 0.5% sodium dichloroisocyanurate (NaDCC) alone versus with color additive. An independent laboratory tested efficacy against Staphylococcus aureus, Pseudomonas aeruginosa, Vibrio cholerae, and human coronavirus 229E. An independent laboratory also tested direct skin irritation. RESULTS: Chlorine disinfectants with and without color additive achieved equal levels of efficacy against the tested pathogens. Against S. aureus, 0.5% sodium hypochlorite with and without color additive met Environmental Protection Agency criteria for disinfection success. Against human coronavirus 229E, 0.5% sodium hypochlorite alone failed disinfection success criteria, whereas 0.5% sodium hypochlorite with color additive achieved full viral inactivation (≥4.50 log(10) reduction). Against V. cholerae, 0.2% calcium hypochlorite alone and with color additive achieved 5.99 log(10) and >6.03 log(10) reductions, respectively. Against S. aureus and P. aeruginosa, 0.5% NaDCC with and without color additive achieved >4.9 log(10) and >3.54 log(10) reductions, respectively. All 3 chlorine disinfectants with color additive tested as negligible skin irritants. CONCLUSIONS: This color additive can be combined with chlorine disinfectants without adversely affecting antimicrobial efficacy or skin safety.",2018-05-24,"Tyan,Kevin;Kang,Jason;Jin,Katherine;Kyle,AaronM.",AmJInfectControl,44128473,True,custom_license,https://www.sciencedirect.com/science/article/pii/S0196655318305212;https://api.elsevier.com/content/article/pii/S0196655318305212;https://www.ncbi.nlm.nih.gov/pubmed/29803593/;https://doi.org/10.1016/j.ajic.2018.04.223,0guonj3j,
